a_user_id,words,distance,booksperuser,Vocabulary Size,missingwords,missing words %,,,
A7UZGRFQXLZJK,312,1.32372541,41,684,688,68.8,,,
A253P5FAWQP7ZT,312,1.290746876,73,577,688,68.8,,,
A22MMBTZMUQYEZ,312,1.247289886,32,559,688,68.8,,,
AGORW02J2U6ON,312,1.279310156,98,537,688,68.8,,,
A3M4AJJ809TUEB,312,1.335825126,44,595,688,68.8,,,
A1VRGJSUI6ID3W,312,1.382074441,39,602,688,68.8,,,
A2705TYWNRS495,312,1.287787107,31,516,688,68.8,,,
AXWCDLKWEGLPE,312,1.349200805,58,626,688,68.8,,,
A16M66HC0S0E3Z,312,1.287198036,61,523,688,68.8,,,
AXHKQ5595R2UV,312,1.272352588,45,572,688,68.8,,,
AZ74R40S7184U,312,1.276140924,92,554,688,68.8,,,
A19JH6VPUN3A4R,312,1.397417343,30,734,688,68.8,,,
A2Z0M4XFCFLUS7,312,1.264139401,32,481,688,68.8,,,
AH8U92RFCL61S,312,1.272268437,31,552,688,68.8,,,
A1R0VAG61PKFA4,312,1.347717346,30,541,688,68.8,,,
A25UN1GKURLV73,312,1.342539809,35,555,688,68.8,,,
AZCQFOLWSV89K,312,1.242767959,31,600,688,68.8,,,
A1ST55NXYA8336,312,1.224407011,40,549,688,68.8,,,
A3FFE2Z84WV08S,312,1.286122733,30,569,688,68.8,,,
A2F2ZKRYYZKYCM,312,1.323936858,133,765,688,68.8,,,
ANYAWIVVP7COS,312,1.257217666,47,633,688,68.8,,,
A1L0VWUDDEFTPD,312,1.301188759,87,535,688,68.8,,,
A36ZHS5WTNCRIS,312,1.369887661,31,641,688,68.8,,,
A2PIS4NPBN6MV0,312,1.302102418,50,593,688,68.8,,,
AUH9NAVEU8J6H,312,1.240514871,34,542,688,68.8,,,
A3KA88HMS2GAOT,312,1.234939226,34,533,688,68.8,,,
AGZVJ9FO3TZPN,312,1.279109882,50,550,688,68.8,,,
A1EH3HSLN6I6R0,312,1.233281232,55,559,688,68.8,,,
A1GWPAZBGMUAFJ,312,1.282890855,30,516,688,68.8,,,
A3R2O5A8O9CQME,312,1.292752133,57,575,688,68.8,,,
AXFO4ABRIO6G9,312,1.320981174,37,590,688,68.8,,,
A2VGPF5UIPD8HD,312,1.2985708,136,656,688,68.8,,,
A16AKXSYOS4QED,312,1.360372112,35,605,688,68.8,,,
A2ASC35Q7ATRCH,312,1.274609243,31,583,688,68.8,,,
A179JKFX5U817G,312,1.332144921,31,543,688,68.8,,,
A238CN61N77ASJ,312,1.300117115,44,563,688,68.8,,,
A2KE0RGQU6DAT8,312,1.242016518,49,508,688,68.8,,,
A2GFMWMPWSDJPV,312,1.239056088,41,521,688,68.8,,,
AN1ADWQR2VGCB,311,1.249044046,55,564,689,68.9,,,
A297Z8RL645943,311,1.298580052,71,671,689,68.9,,,
A1VQSAGAT3F2ZZ,311,1.366016612,79,639,689,68.9,,,
AHM4JJJXF6WM2,311,1.266359645,64,668,689,68.9,,,
AR3OPL9QJ3EKS,311,1.226858253,50,557,689,68.9,,,
A2N8573SLOKIZX,311,1.358847069,31,604,689,68.9,,,
A3B2GBS56JWXRV,311,1.296822214,43,584,689,68.9,,,
A2C75MF4UPFH8M,311,1.35469511,41,643,689,68.9,,,
AERRE71GUQ0FK,311,1.31584274,37,637,689,68.9,,,
A19UAQLQX8RWW8,311,1.324328217,55,632,689,68.9,,,
AF4TEAH37DV4W,311,1.325817186,30,751,689,68.9,,,
A1FKEOW7N8HJW3,311,1.256113228,32,496,689,68.9,,,
A1F2IN6GWZJJJS,311,1.286173647,31,566,689,68.9,,,
A11LNY2OLQSUSV,311,1.293499391,58,586,689,68.9,,,
AW5JZEGX8RG40,311,1.289380582,30,601,689,68.9,,,
A18758S1PUYIDT,311,1.323395847,34,625,689,68.9,,,
A25P04DWNB3NX8,311,1.333036875,36,661,689,68.9,,,
A6SZN9UICOZ2T,311,1.283754755,56,594,689,68.9,,,
A2V6B6C26D960S,311,1.249309797,42,526,689,68.9,,,
A2YDQSVP9MZDZM,311,1.236605298,36,644,689,68.9,,,
A30K9MEPFESK61,311,1.274789717,167,491,689,68.9,,,
A8B5N59J8770P,311,1.302664797,38,549,689,68.9,,,
A1DWYUFBCWU6GH,311,1.343754275,37,707,689,68.9,,,
A2O6K23YDIP81M,311,1.322864391,36,571,689,68.9,,,
A2F0T0R3C82ZB1,311,1.23915866,50,530,689,68.9,,,
A3UG4NFSYPHMC,311,1.236077219,35,587,689,68.9,,,
A2IBCH0D0QHKYO,311,1.275597296,47,612,689,68.9,,,
A14MMHGJXJ206I,311,1.273118941,55,562,689,68.9,,,
A3OM080XWOHNUH,311,1.260792225,74,577,689,68.9,,,
A1ILKF11JWFTE6,311,1.29060372,39,591,689,68.9,,,
A2D5XM37KOQ43F,311,1.249494338,64,545,689,68.9,,,
A368U4SXWJQPRD,311,1.234945767,42,564,689,68.9,,,
AQU97PQUU6PW5,311,1.267158846,30,583,689,68.9,,,
A1POW94S2WK6OK,311,1.235934237,38,563,689,68.9,,,
A2C1Z2MM2Z6IWN,311,1.222878404,34,483,689,68.9,,,
A104SG9QZ92UAH,311,1.343949416,43,580,689,68.9,,,
A3BWNDOKDTHNSD,311,1.297115606,38,591,689,68.9,,,
A2M68K773E53IE,311,1.251875871,124,555,689,68.9,,,
A35ZJQ9UBVT67T,311,1.280910714,48,578,689,68.9,,,
A3GHJ178EGJP69,311,1.268847285,66,517,689,68.9,,,
A27JQ9HHNN3I0F,311,1.290266012,40,500,689,68.9,,,
A1F8OIFPIP8PTC,311,1.235761054,48,574,689,68.9,,,
A31JDIAKJE4CK,311,1.241658329,33,544,689,68.9,,,
A31KXTOQNTWUVM,311,1.430365979,31,917,689,68.9,,,
A1I3W6DT3BX38B,311,1.312916449,32,546,689,68.9,,,
A2CE7EN4TBTG38,311,1.327857468,157,666,689,68.9,,,
A3D38VGBQN99DF,311,1.293517782,48,526,689,68.9,,,
ALQ807KVBE0SD,311,1.30733351,36,576,689,68.9,,,
A2HD0Z2T29Z9R8,311,1.261387313,36,515,689,68.9,,,
A2AP0J8R4Y62UV,311,1.265561597,56,623,689,68.9,,,
A2Q0EH08QMQAUF,311,1.273844818,70,555,689,68.9,,,
A3K7YCEJFYJJ15,311,1.325317737,30,587,689,68.9,,,
A2U37WSI79VY9E,311,1.372782139,32,583,689,68.9,,,
A364UIDDLXH49I,311,1.316634605,31,602,689,68.9,,,
A1KC8AAO9UO0FR,311,1.260329363,40,488,689,68.9,,,
A3V9JJ9MCZHTMQ,311,1.333718895,106,686,689,68.9,,,
A2NE7D8GC41UCL,311,1.438999831,49,652,689,68.9,,,
A1JGOKR5SEKEDH,311,1.248495849,52,506,689,68.9,,,
A21G2H64TFS4JO,311,1.31751127,121,586,689,68.9,,,
A2DFXODR2AAAVI,311,1.312971607,115,658,689,68.9,,,
A30E1NNKCPPZPQ,311,1.406819253,40,673,689,68.9,,,
A21LPS3J696HVX,311,1.243871152,30,515,689,68.9,,,
AOUZ8QHHG29XV,311,1.305087887,66,626,689,68.9,,,
A1SHUDMUXF7QR1,311,1.270714624,30,643,689,68.9,,,
A1B182XDJV9UH9,311,1.308364683,110,664,689,68.9,,,
A3K89LYAH1H3Q1,311,1.394473053,34,613,689,68.9,,,
A28HZZLNY9J2AO,311,1.278016822,45,526,689,68.9,,,
A3PJQVQ15L64IV,311,1.227658735,31,540,689,68.9,,,
A3NDCG0BP8FUBH,311,1.275300703,56,588,689,68.9,,,
A2HHS29B9EVKG2,311,1.273461739,30,592,689,68.9,,,
A3LAY2RWEW6B06,311,1.284140563,30,560,689,68.9,,,
A2BN922G5941C7,310,1.334976636,30,637,690,69,,,
A2IY5MVL9YZ31,310,1.244330578,51,512,690,69,,,
A13ELLBM2YXA8B,310,1.317432281,118,765,690,69,,,
A1ZP1S1GIMTOOR,310,1.296978682,32,583,690,69,,,
A512G4ARC5J2E,310,1.268201965,40,596,690,69,,,
A1F86CLPN2CQ8I,310,1.306864305,49,588,690,69,,,
AQXU9NSDEUR30,310,1.316267131,37,633,690,69,,,
A39UR4IEZ242VO,310,1.274473488,56,552,690,69,,,
AVI1IIER9COP2,310,1.294662026,48,619,690,69,,,
A81842ICWHB4G,310,1.277507011,50,557,690,69,,,
A3DOUF0N3267ZK,310,1.311791472,41,631,690,69,,,
A1I40F8ZC7C08F,310,1.265295647,48,538,690,69,,,
A1S7YQQGJPPFLG,310,1.250586729,43,503,690,69,,,
ANK1V9UWQU9JK,310,1.326136221,56,541,690,69,,,
A2JFHT62V8KQMB,310,1.313814368,31,590,690,69,,,
A13R9H6F3F52JT,310,1.303838955,50,615,690,69,,,
A38HSJKRP1A7DU,310,1.245522028,36,535,690,69,,,
A3H3IQOY6GJJFP,310,1.304983382,34,600,690,69,,,
A3GPIF46QYWK4V,310,1.29759292,41,630,690,69,,,
A1NWS0JK0YQOQR,310,1.319308922,31,539,690,69,,,
AM848HDFO1LLI,310,1.277657632,40,648,690,69,,,
A3D1FM8EJ58MRU,310,1.306706439,30,518,690,69,,,
A2L3S0IF9SGXEA,310,1.256648753,34,507,690,69,,,
A35Y2QH8VTLWWY,310,1.320921607,45,598,690,69,,,
A231J5OXZ1KMXM,310,1.253630017,64,584,690,69,,,
A1WYL3Z0TVHER2,310,1.252507362,42,579,690,69,,,
A120X4LS7ZEH62,310,1.250052091,48,641,690,69,,,
AXURUS8KKSQQM,310,1.296605243,43,650,690,69,,,
A3NH52SPQ7G9ZU,310,1.268912161,32,590,690,69,,,
AH2N0TAXLZPNB,310,1.262057092,53,579,690,69,,,
A2S9EH4QE7NV8Y,310,1.285423755,44,596,690,69,,,
AGOQ8037EVC0E,310,1.282588493,37,546,690,69,,,
A3PFG3Q9QHE9JI,310,1.344552271,33,564,690,69,,,
AZQQVI9RHJYH6,310,1.301526922,30,602,690,69,,,
A24S86DXEOZG94,310,1.318779957,48,470,690,69,,,
AI7AP0BNO2W80,310,1.317783773,35,651,690,69,,,
A13GTX26KW1XW7,310,1.341202406,66,618,690,69,,,
AA5NZIC185NTV,310,1.290195554,126,623,690,69,,,
A1AMVC4V396KER,310,1.313720594,30,660,690,69,,,
A2THG6RTPUM9YC,310,1.365463581,41,627,690,69,,,
A18PCOAE02O3SC,310,1.34010947,51,645,690,69,,,
A2EZ1I3D2UQXMJ,310,1.412725553,39,731,690,69,,,
A35WGVT8AUEODN,310,1.344540678,48,665,690,69,,,
A22RE1889DDDTD,310,1.298098427,84,499,690,69,,,
A3ML82QB003S8T,310,1.285287547,41,630,690,69,,,
A37H5WGIXP6ZBK,310,1.267453898,59,623,690,69,,,
A1GEZTYIS9PY5B,310,1.261769858,30,646,690,69,,,
A2XN8Q1EXMUB8V,310,1.24439622,57,523,690,69,,,
A71YZBWLXTNR0,310,1.272152982,39,589,690,69,,,
A3HS85GCG7IVQW,310,1.311994579,41,535,690,69,,,
A20QVNZNN32I4U,310,1.285183553,38,521,690,69,,,
A1HMYLE82AF5X,310,1.301387142,83,519,690,69,,,
A138ZBNNP1FNZT,310,1.240498187,32,598,690,69,,,
A2CIZM9EFSYXXL,310,1.25415315,41,463,690,69,,,
A3VC8862G260OW,310,1.226303811,30,572,690,69,,,
A1R7ENRV3TEPVE,310,1.380037717,46,674,690,69,,,
A3KBD9W3UAMNDH,310,1.299672089,87,575,690,69,,,
AKV62HNGJDDMH,310,1.319396391,35,583,690,69,,,
A3FD2SD5VBNBH3,310,1.322868621,38,574,690,69,,,
ASVK6PPIXR66Y,310,1.341686784,31,683,690,69,,,
A2OPJYW8JCJS4J,310,1.245814603,46,560,690,69,,,
A26AH4MQ7NJGTX,310,1.261432664,92,505,690,69,,,
A2VKON10DJW37W,310,1.303252237,41,548,690,69,,,
A2IEM08K7DXY8M,310,1.302160303,77,515,690,69,,,
A3LN7ATQPB3ZIA,310,1.281593628,41,652,690,69,,,
A3TAN35YVDC9GL,310,1.320519515,50,628,690,69,,,
A3JECUUURATF7I,310,1.287304398,40,570,690,69,,,
A5R9VN67IOQLS,310,1.251608131,53,570,690,69,,,
A1OHB07K6M6CEX,310,1.302527448,34,632,690,69,,,
A3UZAQFZBTI4IZ,310,1.349816027,32,643,690,69,,,
A28KZIYDZQRGGY,309,1.30839257,96,694,691,69.1,,,
A2UVQYSQQ3MJH,309,1.247388892,34,549,691,69.1,,,
AOHWQVOEB2TII,309,1.491729522,38,811,691,69.1,,,
ATJXWBH2S416P,309,1.276490422,50,558,691,69.1,,,
AV9D6ND2C68BR,309,1.319156491,63,629,691,69.1,,,
A61SNNE29VSVG,309,1.254875057,51,506,691,69.1,,,
A172ZLNHL9UNWX,309,1.23957913,36,575,691,69.1,,,
AEF15F3FXXHZJ,309,1.282657939,41,561,691,69.1,,,
AUKM2XQ6WR1J0,309,1.250235423,31,544,691,69.1,,,
A3F9U3MQKP07J,309,1.256150312,46,485,691,69.1,,,
A3KHXRQ9US8BMD,309,1.270445037,32,570,691,69.1,,,
A2QGMISMV8DEJ3,309,1.387902872,31,705,691,69.1,,,
A3Q0V9QK890R44,309,1.259721162,36,500,691,69.1,,,
A1Q5DUJAQLXHTN,309,1.298554106,97,503,691,69.1,,,
A1B5Q12S41M8VU,309,1.280406417,43,589,691,69.1,,,
A20GFLGBIG4HYN,309,1.377128003,33,893,691,69.1,,,
A1HHWUL2SRD513,309,1.245695422,43,493,691,69.1,,,
A3M1ORN16PW5I6,309,1.251745932,45,538,691,69.1,,,
A1I99E0KC8RZ4O,309,1.328266427,30,614,691,69.1,,,
A32JU5XVKSLYDX,309,1.285377381,59,571,691,69.1,,,
A2UCNYMCIQBQ2L,309,1.311213666,53,662,691,69.1,,,
ANF666EIKN21I,309,1.330206895,74,622,691,69.1,,,
A36RJ56NISGUDK,309,1.299225104,126,581,691,69.1,,,
AT15ODY2ADX28,309,1.258968485,33,533,691,69.1,,,
A1GQ2UI5BKCCRD,309,1.251041204,90,490,691,69.1,,,
AO10TDCSM1UG3,309,1.258216631,48,514,691,69.1,,,
A2QCOJTJTW9QDY,309,1.262404512,31,540,691,69.1,,,
ADHYPFKY4LSF8,309,1.322976378,34,535,691,69.1,,,
AIFRG8JI1MFUK,309,1.252097666,86,626,691,69.1,,,
A6OWV7GG74ASS,309,1.228547697,45,530,691,69.1,,,
ACU22OOTCPJDF,309,1.272194699,78,525,691,69.1,,,
A16GKBYRG53NHG,309,1.282761903,60,634,691,69.1,,,
A1F48KQEBOLPUW,309,1.275903993,34,562,691,69.1,,,
A2OMSHS90ARGX3,309,1.332444912,41,687,691,69.1,,,
A2Q9QGRFE81PE3,309,1.247912543,30,583,691,69.1,,,
A371J8M5YYCO6U,309,1.342260608,35,614,691,69.1,,,
A3BH4G2VB68RKY,309,1.301436581,43,536,691,69.1,,,
AWFHDI7YXTIYJ,309,1.259498511,36,545,691,69.1,,,
A2EWF16HSDR37L,309,1.264917461,36,510,691,69.1,,,
A2B9FSJGG91WIV,309,1.250718124,39,580,691,69.1,,,
A2R8EZXT2I7XXT,309,1.40682346,65,557,691,69.1,,,
A2VRPBQMANW8ZM,309,1.279441114,30,592,691,69.1,,,
A2KJPYAJ3CPNMS,309,1.235362796,74,535,691,69.1,,,
A1NX81IYBYZJY7,309,1.277783406,42,538,691,69.1,,,
A3NOCM79FTREZM,309,1.259280902,34,567,691,69.1,,,
A2D0E9KRG98VJW,309,1.279119013,49,557,691,69.1,,,
A33DWT2APDBNX6,309,1.434034878,42,749,691,69.1,,,
AQRGBJYRE4BG3,309,1.265589142,52,527,691,69.1,,,
A1QK5RO9E2S8JG,309,1.340260069,32,579,691,69.1,,,
A10HCH7TU652RV,309,1.308646134,37,518,691,69.1,,,
A364Y954CYXV5W,309,1.293340405,76,589,691,69.1,,,
A2YEM8FV2VGND3,309,1.357036608,42,688,691,69.1,,,
A3FWBS6XTPB69L,309,1.270062421,84,519,691,69.1,,,
A3OYT4GWC4KOO4,309,1.279883516,46,538,691,69.1,,,
A29DO41LDLFD2H,309,1.309020286,38,656,691,69.1,,,
ALRVS0VSZWROT,309,1.32988531,33,577,691,69.1,,,
AX8XHD5A28NTC,309,1.314310143,75,620,691,69.1,,,
AVWNJ95W61CU4,309,1.317605596,55,656,691,69.1,,,
A2NZ9FDCEVJRB1,309,1.269260353,87,522,691,69.1,,,
ATGPRZB8UA7KN,309,1.313126292,31,597,691,69.1,,,
A2MSXCUYB9Z7KT,309,1.298026962,35,659,691,69.1,,,
AIJIS2E6PE7KV,309,1.281636541,39,671,691,69.1,,,
ATMKUEEC4JDL9,309,1.302439711,30,585,691,69.1,,,
A1VOK74TNU6TY,309,1.270431197,45,571,691,69.1,,,
A3OG136AP08MLI,309,1.287190431,43,603,691,69.1,,,
A1THZGKQFRMLYW,309,1.255665978,46,531,691,69.1,,,
A3ICTUHC8KOR4B,309,1.290890145,64,643,691,69.1,,,
A13C50JF143I83,309,1.382585586,31,617,691,69.1,,,
ARSI2I8L4SUEN,309,1.286837735,54,609,691,69.1,,,
A17ZOQF5TIWVUH,308,1.261483245,40,581,692,69.2,,,
A2TB1PSGXC4S13,308,1.311614792,99,564,692,69.2,,,
A1ELG7RRFFGCGK,308,1.306278103,46,583,692,69.2,,,
A1W1XJLSLVJIGV,308,1.268905849,33,670,692,69.2,,,
A39VCZIWQZY6IX,308,1.281336757,37,559,692,69.2,,,
A36RO7NCM6IUGB,308,1.33534107,49,599,692,69.2,,,
A13RZR93A5JPV,308,1.25848404,64,574,692,69.2,,,
A12HFPBGK2T6XV,308,1.284320615,35,685,692,69.2,,,
A1IMO4Q54CHVH5,308,1.260425004,48,568,692,69.2,,,
A1LAAZUR8YFRW8,308,1.308214427,36,595,692,69.2,,,
A3MZQ2NQMIPQQP,308,1.271983889,51,560,692,69.2,,,
A2RCNIB73OHV2L,308,1.333572429,82,721,692,69.2,,,
AADFEBMBEM262,308,1.319528503,33,556,692,69.2,,,
A13T0V3LHOTHDL,308,1.313327141,33,564,692,69.2,,,
AV24QT0STB8KV,308,1.28299537,88,531,692,69.2,,,
AA7DTXX3CE9EB,308,1.258151858,32,556,692,69.2,,,
AQO7YO7E1NFYI,308,1.292460234,39,552,692,69.2,,,
A7D53YOOIHSP8,308,1.253411997,32,569,692,69.2,,,
A2AONZ8M0RKJ1Z,308,1.272564487,60,592,692,69.2,,,
A1GXC9S0TYVW2A,308,1.371270174,45,586,692,69.2,,,
AJHL7N62ROBOQ,308,1.260038698,56,550,692,69.2,,,
A3PO2LJ13D5GIE,308,1.301534635,32,568,692,69.2,,,
A1AUBNNFNK9FM8,308,1.247938805,38,489,692,69.2,,,
AP7F06KOWCZZ6,308,1.293931269,56,616,692,69.2,,,
A1RLMYWYWQ03QJ,308,1.298847135,161,664,692,69.2,,,
ALSEGBN10S06D,308,1.287442228,83,647,692,69.2,,,
A22JCKDS4IZR7R,308,1.315423585,42,566,692,69.2,,,
AGTCZK7TEZWMC,308,1.358095594,50,620,692,69.2,,,
ANMYX0X8VTXK4,308,1.286621164,55,645,692,69.2,,,
A27Y67WCC177NW,308,1.263119414,30,618,692,69.2,,,
A2HBK1GR5JXR3,308,1.28610187,95,706,692,69.2,,,
A2MRDOTL2IIB3Z,308,1.272830573,54,618,692,69.2,,,
AT8WFX63W0JDD,308,1.316556892,35,656,692,69.2,,,
AVIN4W1V9M738,308,1.425568135,43,648,692,69.2,,,
AI6Q4UETJR85X,308,1.328565589,187,616,692,69.2,,,
A1UJX94LXJAGSZ,308,1.229609625,46,484,692,69.2,,,
ACBC65PTJKWDF,308,1.273018033,38,506,692,69.2,,,
A2Y99DSQKKJNZH,308,1.266985864,89,611,692,69.2,,,
AWCKREAAQQN1X,308,1.361541453,33,582,692,69.2,,,
A3OKL36KS2FM7F,308,1.321357886,34,528,692,69.2,,,
A2DJILCRDZSD3,308,1.234444698,34,562,692,69.2,,,
A3EYNTTH2WFKG1,308,1.296889579,46,599,692,69.2,,,
A1TNZU0LRAHA87,308,1.38233822,31,722,692,69.2,,,
A1CYLD4WIFR5TG,308,1.263526116,43,591,692,69.2,,,
A1MWHQJUQDYKOI,308,1.266375217,33,574,692,69.2,,,
AEWOA06UPPNYU,308,1.306550434,37,604,692,69.2,,,
A2VFT28K4X5NE5,308,1.301272056,70,609,692,69.2,,,
A4RJ47G8V2X8P,308,1.323094111,53,685,692,69.2,,,
AYFUKKTNA2B56,308,1.321348914,40,562,692,69.2,,,
A23VG3S5P40C5,308,1.283569328,37,610,692,69.2,,,
A11YIHB6IW352W,308,1.308437927,34,601,692,69.2,,,
A5WAHP3R5R7VT,308,1.309024605,31,555,692,69.2,,,
A1KQ03LSL10FX1,308,1.260135358,92,579,692,69.2,,,
A104PNBDELCNL2,308,1.256340459,43,478,692,69.2,,,
A26GE9ZG68SKIQ,308,1.354370771,330,593,692,69.2,,,
A2Z31GQ0ITPDO3,308,1.308961636,41,664,692,69.2,,,
A16AFBI5X9LEPG,308,1.225746448,34,532,692,69.2,,,
A1PXR9QDVTLRGH,308,1.27854737,53,500,692,69.2,,,
A2C7RJ1S5VWABA,308,1.250880997,45,592,692,69.2,,,
A1Q4SF7YEMEUG2,308,1.261533193,30,582,692,69.2,,,
AKQ965OR6Z5PN,308,1.275038079,38,551,692,69.2,,,
AVJCG7P5BU25D,308,1.266547341,33,544,692,69.2,,,
A1RJ5DGMIXQFN1,308,1.390434382,30,595,692,69.2,,,
ABLQDT1IELFRS,308,1.323289824,42,601,692,69.2,,,
A4ODHARGNR6WN,308,1.373082039,32,639,692,69.2,,,
ABY4VSPEWNLXK,308,1.309349858,95,500,692,69.2,,,
A2IGRM1IP1WN09,308,1.275663529,47,573,692,69.2,,,
A37F91YEDN0C4H,308,1.254918251,60,563,692,69.2,,,
A2FWYHZDOMD92Q,308,1.308835561,41,608,692,69.2,,,
A1JYE7373JZNA3,308,1.313067921,32,643,692,69.2,,,
AEQJR43LKQS55,308,1.228392466,44,528,692,69.2,,,
A3KZXW2CR5A2BT,308,1.312579045,143,562,692,69.2,,,
A3H0MXEI53NHG1,308,1.283749211,32,624,692,69.2,,,
A6764MD7GUNIM,307,1.274918309,39,551,693,69.3,,,
A2KS9M3J12XFYQ,307,1.281417161,32,581,693,69.3,,,
AQS3CA1AZ77OG,307,1.276198839,45,557,693,69.3,,,
A3FDU0GC33GA4Z,307,1.268605077,50,533,693,69.3,,,
AT3AWZM2KVEOB,307,1.462539417,30,640,693,69.3,,,
A30XLMVPXJ7QS8,307,1.276065466,52,518,693,69.3,,,
A30J0XSBCCJAIV,307,1.37121558,77,586,693,69.3,,,
A13MGT5CRD3MN,307,1.25926663,42,558,693,69.3,,,
A11NVT14DH5K2Y,307,1.323294253,35,641,693,69.3,,,
A2SAF8DIUEZHPK,307,1.242029813,45,538,693,69.3,,,
A1TJPE10C8FPJD,307,1.257325374,35,584,693,69.3,,,
A3QKI9WVQ14LAX,307,1.288214915,66,568,693,69.3,,,
A2NQEF8YRY4L5I,307,1.267182387,30,572,693,69.3,,,
A3V5EZ3OMJKWD7,307,1.246588283,48,516,693,69.3,,,
A3A10CRYIH7S2Q,307,1.323557176,31,693,693,69.3,,,
A3T8CSR4KTHPAQ,307,1.282325014,34,592,693,69.3,,,
A3A96OV3UTD1F7,307,1.290397225,69,622,693,69.3,,,
A1XVEK9MPSUTAA,307,1.288599422,42,686,693,69.3,,,
A1CDGAIESSB07D,307,1.256336141,61,531,693,69.3,,,
A2JARF04QAQ7M9,307,1.278595095,44,520,693,69.3,,,
A107MHHTH37H32,307,1.26826099,42,539,693,69.3,,,
A2ZJSMK2E85KR9,307,1.313756907,80,665,693,69.3,,,
AK94JSHTPQ1CX,307,1.419356562,33,762,693,69.3,,,
A1H1EG2Z0LEWJZ,307,1.307193833,135,607,693,69.3,,,
A1W56IQN4ANJCE,307,1.324265559,38,633,693,69.3,,,
A1L5FQ4OWCFL99,307,1.300281664,50,595,693,69.3,,,
A3E3V4L21MRNDT,307,1.353707657,30,653,693,69.3,,,
ADXCD2FPWH689,307,1.264987956,30,603,693,69.3,,,
A13NRL82GSVEA2,307,1.288956921,64,585,693,69.3,,,
A5B40ZU6CR34L,307,1.312534669,61,696,693,69.3,,,
A213J0UJPYFVNC,307,1.338807172,31,528,693,69.3,,,
A2JW6CYM8T60YP,307,1.287992417,47,489,693,69.3,,,
A3VS8QW9LWFPIB,307,1.29729386,46,540,693,69.3,,,
A34R7PQSPPJOQ8,307,1.336900478,37,632,693,69.3,,,
AEJEQZNUYWFJ8,307,1.341762556,48,573,693,69.3,,,
A2FWFJ9PV0OLXO,307,1.372304661,35,552,693,69.3,,,
A1ESVOTMXVOQ66,307,1.304383109,42,605,693,69.3,,,
A1DKTEGBOKTQSA,307,1.287576753,72,583,693,69.3,,,
A166955M7W9543,307,1.288042468,38,571,693,69.3,,,
A2A8N9MI3HQPWH,307,1.254441165,44,552,693,69.3,,,
A2SCC8W318CA4C,307,1.254474719,54,530,693,69.3,,,
A1U9HYK7RVX31X,307,1.294117855,30,505,693,69.3,,,
A2ARNLWMJIH2XY,307,1.271054432,76,593,693,69.3,,,
A3L06RH2DNIBB,307,1.279646344,37,556,693,69.3,,,
A2GPHBP4KS7OD6,307,1.294107733,85,642,693,69.3,,,
A2294Y1QSOGPCC,307,1.298003282,37,503,693,69.3,,,
A1KNK9FW82YMDJ,307,1.294800189,41,502,693,69.3,,,
AD6NUDEXKGITT,307,1.262371204,59,571,693,69.3,,,
A36RB1OK3XLAE5,307,1.313949962,44,573,693,69.3,,,
A1T362EC0XW5XY,307,1.272364203,39,599,693,69.3,,,
A20L6E635PAEQX,307,1.316451016,40,597,693,69.3,,,
A37HQCYQCRI6C5,307,1.292793689,36,490,693,69.3,,,
A15M29DJB4SMJW,307,1.302651447,144,612,693,69.3,,,
AU8W9QLC4XCJH,307,1.311817268,43,605,693,69.3,,,
A18FWHWSETTT0N,307,1.297580509,65,603,693,69.3,,,
A2RVDU93A4G86N,307,1.296621165,37,497,693,69.3,,,
AE22SBNWNQXAL,307,1.266060777,33,553,693,69.3,,,
A1T8KV4XK2LJ,307,1.322516168,32,611,693,69.3,,,
ATT15IFF1UBAQ,307,1.300096061,53,570,693,69.3,,,
AA90IAQCYKFI8,307,1.257212233,75,537,693,69.3,,,
A1YS6TQKZTP5LP,307,1.291141269,100,545,693,69.3,,,
A1XL238OINVJN,306,1.312884439,41,555,694,69.4,,,
A21SPMQ74BJRSQ,306,1.274220615,45,514,694,69.4,,,
A1YRW5D11LL09N,306,1.271474574,56,612,694,69.4,,,
A3NCGZSLVRTTWQ,306,1.454261865,53,603,694,69.4,,,
A4NOVB90DC005,306,1.284447004,30,595,694,69.4,,,
ABNBOOKF82C6Q,306,1.427693369,31,667,694,69.4,,,
A20J2BDU0YMKU9,306,1.317187595,34,495,694,69.4,,,
AQ3TR2WL752XY,306,1.289120589,37,558,694,69.4,,,
A3VT569MAYYLZD,306,1.303223174,39,564,694,69.4,,,
A1DZ27VGECSVKP,306,1.410362788,43,724,694,69.4,,,
A3CY0KMJVYPQMU,306,1.26870553,57,575,694,69.4,,,
A1OM5PQN4WL16A,306,1.384699613,30,617,694,69.4,,,
A3J2CZPEAR7UDT,306,1.252582598,35,520,694,69.4,,,
AUEMEXRQC4TR8,306,1.277675407,34,588,694,69.4,,,
A3S4TUD6AKW6X6,306,1.296698344,64,550,694,69.4,,,
AYPN6YZWS3QDD,306,1.248936901,35,556,694,69.4,,,
A17UJ4THAEI0L8,306,1.257384712,36,510,694,69.4,,,
A1BBKKDTH8S00C,306,1.27180744,81,596,694,69.4,,,
AQNJVNCPWTF3J,306,1.335645679,32,642,694,69.4,,,
A3693S6JZ7CN7A,306,1.259631397,92,576,694,69.4,,,
A3PN9UVS0GYRTY,306,1.242893789,65,490,694,69.4,,,
A1H3EUQIASYWNY,306,1.398978535,37,618,694,69.4,,,
